,Compound,Date,Message,Negative,Neutral,Positive,Tweets Ago,User
140,0.6908,Sat Sep 08 17:00:50 +0000 2018,The road to the nation’s highest court wasn’t often an easy one. #RBGMovie reveals the inspiring life and career of… https://t.co/7hsYGjKcG2,0.769,0.0,0.231,41,@CNN
141,-0.5423,Sat Sep 08 16:45:07 +0000 2018,"Where is Osama bin Laden's partner in crime, Ayman al-Zawahiri? https://t.co/rTHCLR0ej2 (via @CNNOpinion) https://t.co/RFsiJkfqoa",0.788,0.212,0.0,42,@CNN
142,-0.6124,Sat Sep 08 16:15:08 +0000 2018,Elon Musk is hurting Tesla with his bizarre behavior https://t.co/CCbVAmV0SL | Analysis by Paul R. La Monica https://t.co/xivKu3Ogy3,0.75,0.25,0.0,43,@CNN
143,0.0258,Sat Sep 08 16:00:05 +0000 2018,Rappers Nicki Minaj and Cardi B get into fight at New York Fashion Week party https://t.co/Xugso0Qh9m https://t.co/IojEAOB8I7,0.725,0.135,0.14,44,@CNN
144,-0.6597,Sat Sep 08 15:45:00 +0000 2018,John Bunn was wrongfully convicted of murder as a teenager and exonerated after 27 years of fighting for his freedo… https://t.co/DCgw5z5nMY,0.63,0.267,0.104,45,@CNN
145,-0.0516,Sat Sep 08 15:30:08 +0000 2018,Tropical Storm Florence is expected to regain strength as a major hurricane before threatening the US… https://t.co/WHM19roIRq,0.68,0.165,0.155,46,@CNN
146,0.8176,Sat Sep 08 15:15:06 +0000 2018,"India's second Independence Day set love free, writes Priyanka Borpujari for @CNNOpinion https://t.co/5MDpw8Ky8w https://t.co/pGqSz4Siz3",0.615,0.0,0.385,47,@CNN
147,0.0,Sat Sep 08 15:00:02 +0000 2018,"Netflix's ""Seizure Boy"" is no joke https://t.co/tov8YEazAU | Analysis by Wayne Drash https://t.co/uM7B3eWOhj",0.694,0.153,0.153,48,@CNN
148,-0.8225,Sat Sep 08 14:45:05 +0000 2018,At least a dozen killed in attack on Iranian Kurdish opposition headquarters in Iraq https://t.co/l7Fhbzo9gP https://t.co/iEOrEKRILA,0.631,0.369,0.0,49,@CNN
149,0.0,Sat Sep 08 14:30:10 +0000 2018,British Prime Minister Theresa May revealed details about the movements of two men allegedly dispatched from Moscow… https://t.co/PTSecwkp6l,1.0,0.0,0.0,50,@CNN
150,0.0,Sat Sep 08 14:23:07 +0000 2018,Former President Barack Obama to headline his first campaign rally of 2018 in California https://t.co/VnehthFB37 https://t.co/aBnAkGHtzM,1.0,0.0,0.0,51,@CNN
151,-0.4767,Sat Sep 08 14:01:00 +0000 2018,An American Airlines flight was diverted due to poor weather conditions so the pilot ordered 40 pizzas and hand-del… https://t.co/Lb2azbhWOA,0.86,0.14,0.0,52,@CNN
152,-0.296,Sat Sep 08 14:00:09 +0000 2018,This man put up an electric fence near a school bus stop to keep kids off his lawn https://t.co/EIc3Yk0I0K https://t.co/istX3FaliO,0.891,0.109,0.0,53,@CNN
153,-0.3182,Sat Sep 08 13:41:05 +0000 2018,John Bunn spent 27 years wrongly convicted of murder. He wants to spend the rest of his life encouraging inmates to… https://t.co/WT3DihDECw,0.712,0.167,0.121,54,@CNN
154,-0.7959,Sat Sep 08 13:30:00 +0000 2018,"""We were sick and tired of being sick and tired!"" In the aftermath of Alabama's Senate special election in December… https://t.co/8RrdJEOwaW",0.576,0.332,0.092,55,@CNN
155,0.34,Sat Sep 08 13:16:03 +0000 2018,A Chinese kindergarten welcomed children back to school at the beginning of term with a pole dancing display https://t.co/4TRZNFPmXr,0.87,0.0,0.13,56,@CNN
156,0.3612,Sat Sep 08 13:01:08 +0000 2018,“It’s like a cup of coffee in reverse”: Tesla and SpaceX CEO Elon Musk apparently smoked weed during a live-stream… https://t.co/Ww1q96xF2b,0.878,0.0,0.122,57,@CNN
157,0.4215,Sat Sep 08 12:46:05 +0000 2018,This California nurse discovered that her colleague was a patient she cared for as a baby 28 years ago… https://t.co/mtutOU0pqW,0.859,0.0,0.141,58,@CNN
158,-0.1027,Sat Sep 08 12:30:00 +0000 2018,"When she first cast a ballot in a presidential election, she ""had to pay to vote because of the color of my skin.""… https://t.co/KyO4EeDePI",0.938,0.062,0.0,59,@CNN
159,0.6697,Sat Sep 08 12:16:05 +0000 2018,"Schools in the United States now have more security guards than social workers, according to a new study… https://t.co/x7vqXEm8wN",0.744,0.0,0.256,60,@CNN
160,0.7096,Sat Sep 08 12:01:00 +0000 2018,"A widow only had $3 for gas, so a cop pumped an extra $20 into the tank and inspired others to help her… https://t.co/ZIjj8ovNwt",0.772,0.0,0.228,61,@CNN
161,0.0,Sat Sep 08 11:46:03 +0000 2018,"Archaeologists believe they have unearthed one of Egypt's oldest-known settlements in the Nile Delta, dating back s… https://t.co/64Yalc2ZeN",1.0,0.0,0.0,62,@CNN
162,0.34,Sat Sep 08 11:01:05 +0000 2018,"Airport security trays carry more germs than toilets, a new study finds https://t.co/L4tDLoEq5G https://t.co/hDA1TGlVWA",0.833,0.0,0.167,63,@CNN
163,0.4939,Sat Sep 08 11:00:00 +0000 2018,"Gina Ortiz Jones is an LGBTQ Iraq war veteran running for office, hoping to help protect the rights of those margin… https://t.co/uhHBRgwJN9",0.6,0.13,0.27,64,@CNN
164,0.0516,Sat Sep 08 10:31:00 +0000 2018,"“You can’t shame people for trying to make an honest living,” says former ""Cosby Show"" actor Geoffrey Owens, respon… https://t.co/Pe8aX7QZIF",0.738,0.127,0.135,65,@CNN
165,0.0,Sat Sep 08 10:01:02 +0000 2018,She sits at her computer all day scrubbing the internet of photos and videos published without the subject's permis… https://t.co/jRFdLUgder,1.0,0.0,0.0,66,@CNN
166,0.0772,Sat Sep 08 09:31:00 +0000 2018,"There's no place like home. A pair of ruby slippers Judy Garland wore in ""The Wizard of Oz"" were found 13 years aft… https://t.co/YExfVYA8ds",0.817,0.086,0.097,67,@CNN
167,0.0,Sat Sep 08 09:01:06 +0000 2018,"More than a century ago, Frank Bennett Fiske had a photography studio at Fort Yates, a US Army post in the middle o… https://t.co/0N8yxvcQU4",1.0,0.0,0.0,68,@CNN
168,0.0,Sat Sep 08 08:46:04 +0000 2018,"The world is full of buttons that don't actually do anything.

They're at crosswalks, in elevators, and on thermost… https://t.co/qFOJJK07MY",1.0,0.0,0.0,69,@CNN
169,0.0,Sat Sep 08 08:31:00 +0000 2018,This Harry's factory in Germany makes 3 million razor blades -- every single day https://t.co/MELRtwCDht https://t.co/YLDCtKAPjK,1.0,0.0,0.0,70,@CNN
170,0.34,Sat Sep 08 08:16:04 +0000 2018,Travelers seeking amazing views rarely head underground. But a new hotel in China is set to open soon inside a form… https://t.co/oTA8fCTs4z,0.888,0.0,0.112,71,@CNN
171,-0.5423,Sat Sep 08 08:01:04 +0000 2018,Same-sex relationships are still a crime in 69 countries https://t.co/j6wBSlj2kh https://t.co/GpE6jO6VJO,0.72,0.28,0.0,72,@CNN
172,0.0772,Sat Sep 08 07:46:02 +0000 2018,"Whitney Austin was shot 12 times as she walked to work. She lived, thanks to emergency workers… https://t.co/MtS3wtLBYx",0.744,0.121,0.135,73,@CNN
173,0.4939,Sat Sep 08 07:31:00 +0000 2018,A Wisconsin man discovered that a co-worker and friend of two years is actually his biological father… https://t.co/XbE9NFS9jC,0.824,0.0,0.176,74,@CNN
174,0.6808,Sat Sep 08 07:16:03 +0000 2018,A former Buddhist monk is trying to help the world relax with an app https://t.co/jDpqSaY24Y https://t.co/DiNQqRDAeF,0.699,0.0,0.301,75,@CNN
175,-0.25,Sat Sep 08 07:01:03 +0000 2018,"A condition known as black hairy tongue has been linked with certain medications, conditions and poor oral health.… https://t.co/leEcpzjH8y",0.755,0.146,0.099,76,@CNN
176,0.4939,Sat Sep 08 06:46:06 +0000 2018,"This new, environmentally friendly six-pack doesn't require any plastic rings https://t.co/pUlj1wnzhp https://t.co/kNToH0rf9F",0.775,0.0,0.225,77,@CNN
177,-0.5994,Sat Sep 08 06:31:00 +0000 2018,20 things to eat before you die: https://t.co/Pj421cgKsJ https://t.co/ouxABnJUgm,0.672,0.328,0.0,78,@CNN
178,0.0,Sat Sep 08 06:16:06 +0000 2018,"More baby boomers are turning to marijuana, a new study says https://t.co/ySbt2KpdKs https://t.co/piXY0gidDz",1.0,0.0,0.0,79,@CNN
179,0.4767,Sat Sep 08 06:01:03 +0000 2018,"Cindy McCain is urging people to ""get into the arena and fight"" for a greater cause as a way to honor her late husb… https://t.co/UEKtvRViIW",0.707,0.092,0.201,80,@CNN
180,0.7506,Sat Sep 08 05:51:16 +0000 2018,"Students at Luck High School in Wisconsin got a huge surprise when, on the first day of classes, an area businessma… https://t.co/J94GINcuDj",0.709,0.0,0.291,81,@CNN
181,0.4019,Sat Sep 08 05:46:06 +0000 2018,"Adhering to the Mediterranean diet can help prolong your life, even if you are already 65 or older, a new study sug… https://t.co/1XPfAla7yi",0.886,0.0,0.114,82,@CNN
182,-0.0516,Sat Sep 08 05:32:57 +0000 2018,"RT @CNNTonight: ""I was not trying to protest."" This high school student was nicknamed #PlaidShirtGuy after he was asked to leave a Trump ra…",0.948,0.052,0.0,83,@CNN
183,0.0,Sat Sep 08 05:31:00 +0000 2018,Did you know the biggest home in America is also a working farm? This is homegrown cuisine at the Biltmore estate:… https://t.co/sl6c9VxIHR,1.0,0.0,0.0,84,@CNN
184,-0.2263,Sat Sep 08 05:16:02 +0000 2018,A watchdog group filed a lawsuit this week seeking documents from the US Department of Agriculture about experiment… https://t.co/Y31Viz0WvA,0.894,0.106,0.0,85,@CNN
185,0.0,Sat Sep 08 05:01:05 +0000 2018,"Elon Musk's latest podcast appearance involved a joint, whiskey, a Samurai sword and long conversations about artif… https://t.co/bm6QZpuRxd",1.0,0.0,0.0,86,@CNN
186,0.0,Sat Sep 08 04:51:02 +0000 2018,Aides to President Trump believe they have the search for the anonymous author of the New York Times op-ed that sho… https://t.co/LOKtneDFV1,1.0,0.0,0.0,87,@CNN
187,0.0,Sat Sep 08 04:46:01 +0000 2018,"Geoffrey Owens has gone from being job-shamed to landing a major Hollywood gig. The former ""Cosby Show"" actor has a… https://t.co/teFDm7sZtm",1.0,0.0,0.0,88,@CNN
188,0.4019,Sat Sep 08 04:31:00 +0000 2018,"Goodyear’s new blimp, the Wingfoot Three, features some special upgrades https://t.co/W8jS9H86Te https://t.co/6wzInjoZKU",0.803,0.0,0.197,89,@CNN
189,0.0,Sat Sep 08 04:16:04 +0000 2018,A government photographer told investigators that he cropped photos of President Trump's inauguration to remove emp… https://t.co/OMa5hPlyU8,1.0,0.0,0.0,90,@CNN
190,-0.6486,Sat Sep 08 04:01:02 +0000 2018,Rapper Mac Miller's sudden death at age 26 has left the music community stunned https://t.co/16Wa500YmF https://t.co/a2OLPMX2ZL,0.725,0.275,0.0,91,@CNN
191,0.0,Sat Sep 08 03:46:06 +0000 2018,"Nicki Minaj plans on donating $25,000 to 'Cosby Show' actor Geoffrey Owens https://t.co/8YHJNuZz7J https://t.co/tRbZ8ahiEq",1.0,0.0,0.0,92,@CNN
192,0.0,Sat Sep 08 03:39:22 +0000 2018,"""At the time, perhaps I wanted to distance myself from this investigation that pinned me between the [Department of… https://t.co/yHlaS6S6Bp",1.0,0.0,0.0,93,@CNN
193,-0.34,Sat Sep 08 03:36:52 +0000 2018,"George Papadopoulos contradicts Jeff Sessions' testimony to Congress by telling @JakeTapper Sessions was ""enthusias… https://t.co/hQfyMuGx5K",0.854,0.146,0.0,94,@CNN
194,-0.7579,Sat Sep 08 03:31:04 +0000 2018,An off-duty Dallas police officer mistakenly walked into an apartment she thought was her own and shot a man dead T… https://t.co/tyjEd7m3ft,0.745,0.255,0.0,95,@CNN
195,0.7096,Sat Sep 08 03:17:11 +0000 2018,"A widow only had $3 for gas, so a cop pumped an extra $20 into the tank and inspired others to help her… https://t.co/gOxHywsTxn",0.772,0.0,0.228,96,@CNN
196,-0.1877,Sat Sep 08 03:15:40 +0000 2018,"George Papadopoulos tells @JakeTapper he ""can't guarantee"" he didn't tell the Trump campaign about Russian dirt.… https://t.co/GLKeJOzAKC",0.902,0.098,0.0,97,@CNN
197,-0.5499,Sat Sep 08 03:09:35 +0000 2018,RT @CuomoPrimeTime: “I’m all for theatrics… but you’ve got to deliver… you can’t find yourself in a spot where you lose credibility because…,0.855,0.145,0.0,98,@CNN
198,-0.4767,Sat Sep 08 03:01:00 +0000 2018,An American Airlines flight was diverted due to poor weather conditions so the pilot ordered 40 pizzas and hand-del… https://t.co/NR6XRwm3eV,0.86,0.14,0.0,99,@CNN
199,0.6124,Sat Sep 08 02:58:19 +0000 2018,Michael Cohen's shell company agrees to tear up its agreement with Stormy Daniels and expects her to give back the… https://t.co/g6TaTSVfRr,0.792,0.0,0.208,100,@CNN
200,0.4019,Sun Sep 09 03:48:04 +0000 2018,OxyContin maker gets patent for drug to treat opioid addiction https://t.co/wgtNEE1ESU https://t.co/XilH5UrFQh,0.803,0.0,0.197,1,@CBSNews
201,0.2732,Sun Sep 09 03:33:03 +0000 2018,Company set up by Michael Cohen offers to drop Stormy Daniels’ hush-money agreement https://t.co/Gi0XIpLLr0 https://t.co/1DlLFZs4O3,0.71,0.115,0.175,2,@CBSNews
202,0.0,Sun Sep 09 03:18:04 +0000 2018,Florence expected to become a hurricane as it approaches East Coast https://t.co/8gGdYoOoBQ https://t.co/tUk7tpl4nw,1.0,0.0,0.0,3,@CBSNews
203,0.0,Sun Sep 09 03:03:04 +0000 2018,"U.S., U.K. authorities to work more closely on ending female genital mutilation https://t.co/W1kpar1Ge6 https://t.co/ZtigFB324U",1.0,0.0,0.0,4,@CBSNews
204,0.5106,Sun Sep 09 03:00:30 +0000 2018,"Kate Spade, the company, honors namesake founder at New York Fashion Week https://t.co/H8HJqd77Mc https://t.co/ggjeOgWQpP",0.798,0.0,0.202,5,@CBSNews
205,0.0,Sun Sep 09 02:48:05 +0000 2018,"Obama says Trump is ""a symptom, not the cause"" of division https://t.co/CuHneuFVBK https://t.co/oPIcuL0RNX",1.0,0.0,0.0,6,@CBSNews
206,0.4019,Sun Sep 09 02:33:04 +0000 2018,Cardi B and Nicki Minaj involved in altercation at New York Fashion Week party https://t.co/YG6TY8HAMv https://t.co/rQPsbKiA5M,0.838,0.0,0.162,7,@CBSNews
207,-0.6249,Sun Sep 09 02:18:03 +0000 2018,"For a TV anchor who covered the opioid crisis for years, the story becomes personal https://t.co/5hthHHbceP https://t.co/4JpUlbVC41",0.785,0.215,0.0,8,@CBSNews
208,-0.6369,Sun Sep 09 02:14:06 +0000 2018,Amber Guyger identified as Dallas officer who fatally shot man in his apartment https://t.co/ezScKkPFqt https://t.co/zkSJbkx74l,0.769,0.231,0.0,9,@CBSNews
209,0.4939,Sun Sep 09 02:03:04 +0000 2018,"Blue macaw parrot that inspired ""Rio"" is now officially extinct in the wild https://t.co/twWnjuY7xr https://t.co/cbkxHpGno5",0.814,0.0,0.186,10,@CBSNews
210,-0.1531,Sun Sep 09 01:48:04 +0000 2018,"Miss America contestant says President Trump has ""caused a lot of division"" https://t.co/Wj8D0h9Izi https://t.co/uhJRORvPfm",0.882,0.118,0.0,11,@CBSNews
211,-0.5719,Sun Sep 09 01:42:07 +0000 2018,"Woman, toddler drown in flash flooding in north Texas, police say https://t.co/ul2yz9laAj https://t.co/XZWmUFfDfx",0.764,0.236,0.0,12,@CBSNews
212,0.0,Sun Sep 09 01:33:03 +0000 2018,Tiger Woods calls Nike’s Colin Kaepernick ad a “beautiful spot” https://t.co/cO457OlaeR https://t.co/pOyLI6CkL3,1.0,0.0,0.0,13,@CBSNews
213,0.0,Sun Sep 09 01:18:05 +0000 2018,More aging baby boomers turning to pot https://t.co/gbijClC5Xv https://t.co/BpPnj8p5kF,1.0,0.0,0.0,14,@CBSNews
214,0.0,Sun Sep 09 01:03:03 +0000 2018,"Nicki Minaj says she’s donating $25,000 to Geoffrey Owens https://t.co/AP1EXEvGZu https://t.co/XFqVX9tnK3",1.0,0.0,0.0,15,@CBSNews
215,0.25,Sun Sep 09 00:54:06 +0000 2018,Teen accused of pushing friend off bridge appears in court https://t.co/zCTl3wUIfx https://t.co/F2cgUaj4eN,0.649,0.143,0.208,16,@CBSNews
216,0.0,Sun Sep 09 00:48:04 +0000 2018,"Michigan man discovers glowing, florescent rocks called ""Yooperlites"" https://t.co/KuhcL75Vib https://t.co/TKbA8N1EWk",1.0,0.0,0.0,17,@CBSNews
217,0.0,Sun Sep 09 00:33:04 +0000 2018,Obama's full speech on the state of American democracy https://t.co/42oc1wshMq https://t.co/O3nEJmkSAp,1.0,0.0,0.0,18,@CBSNews
218,-0.8316,Sun Sep 09 00:26:05 +0000 2018,"Three arrested in connection with double murder of North Carolina mayor, wife https://t.co/DOeh3ohPTD https://t.co/PEdh8vAn94",0.606,0.394,0.0,19,@CBSNews
219,0.0,Sun Sep 09 00:18:03 +0000 2018,"Nike sales surge despite storm over Colin Kaepernick's ""Just Do It"" ad https://t.co/3S2OOeuBFb https://t.co/nBv9PPKsnb",1.0,0.0,0.0,20,@CBSNews
220,0.0,Sun Sep 09 00:10:07 +0000 2018,California's firefighting agency says it's running out of money https://t.co/ZWpWMzh1ya https://t.co/dF9ulQJst8,1.0,0.0,0.0,21,@CBSNews
221,-0.6093,Sun Sep 09 00:03:03 +0000 2018,"GOAT -- no, not that kind -- among 840 words added to Merriam-Webster dictionary https://t.co/zNoODCTW30 https://t.co/eRPR3IZj3s",0.738,0.262,0.0,22,@CBSNews
222,0.4588,Sat Sep 08 23:48:03 +0000 2018,"Paul McCartney gives ""secret concert"" at NYC's Grand Central https://t.co/qyp5VsViMa https://t.co/eJFZwgOPa7",0.769,0.0,0.231,23,@CBSNews
223,0.0,Sat Sep 08 23:33:03 +0000 2018,What we've learned about Brett Kavanaugh from his confirmation hearings https://t.co/PY01vci60k https://t.co/ojxWKLYojd,1.0,0.0,0.0,24,@CBSNews
224,0.4019,Sat Sep 08 23:18:03 +0000 2018,"GOP Sen. Ben Sasse says he ""regularly"" considers leaving the Republican Party https://t.co/dUZMO48GCf https://t.co/zYgdMOOOSj",0.828,0.0,0.172,25,@CBSNews
225,0.0,Sat Sep 08 23:03:03 +0000 2018,"U.S. says Maria Butina should not be released on bail, may be “mistaken” over texts that led to sex claim… https://t.co/wuy9fENXjd",1.0,0.0,0.0,26,@CBSNews
226,0.0,Sat Sep 08 22:40:36 +0000 2018,"""You can feel people saying enough is enough."" President Obama rallied for Democratic congressional candidates in C… https://t.co/IquvmnTwHh",1.0,0.0,0.0,27,@CBSNews
227,-0.4404,Sat Sep 08 22:19:49 +0000 2018,The mother of the man killed in his own home by a Dallas police officer suggests he might still be alive if he were… https://t.co/MoCA2a8dic,0.756,0.155,0.089,28,@CBSNews
228,0.7964,Sat Sep 08 22:08:37 +0000 2018,"JUST IN: Naomi Osaka is now the first Japanese player to win a U.S. Open Grand Slam singles championship, after a c… https://t.co/COzST0cSrt",0.58,0.089,0.331,29,@CBSNews
229,0.0,Sat Sep 08 22:00:47 +0000 2018,#PlaidShirtGuy: Take a look at some of the faces from the Montana teen who went viral for making a silent scene beh… https://t.co/4nmGJydIJ7,1.0,0.0,0.0,30,@CBSNews
230,-0.1007,Sat Sep 08 21:59:03 +0000 2018,"""I don't cheat to win, I'd rather lose"": Serena Williams tearfully demands apology from umpire who penalized her be… https://t.co/AToXxQOzsc",0.716,0.129,0.155,31,@CBSNews
231,0.6399,Sat Sep 08 21:46:26 +0000 2018,"RT @CBSThisMorning: ALL ABOARD! ""Thomas &amp; Friends"" is getting a makeover and it includes new female main characters: https://t.co/luin2vSJ0…",0.754,0.0,0.246,32,@CBSNews
232,0.2023,Sat Sep 08 21:40:01 +0000 2018,A 2006 letter from a top Vatican official confirms that the Holy See received information about the sexual miscondu… https://t.co/MCrnCARmJE,0.904,0.0,0.096,33,@CBSNews
233,0.0,Sat Sep 08 21:19:41 +0000 2018,"Sunday on @FaceTheNation, Vice President Mike Pence discusses the anonymous op-ed from a Trump official and denies… https://t.co/p0qDAEjcvP",1.0,0.0,0.0,34,@CBSNews
234,0.0,Sat Sep 08 20:59:40 +0000 2018,Tropical Storm Florence is expected to become a major hurricane by Tuesday as it nears the East Coast… https://t.co/pw1Hxerc5W,1.0,0.0,0.0,35,@CBSNews
235,0.0,Sat Sep 08 20:41:04 +0000 2018,"RT @FaceTheNation: 2/ ""I think the author of the anonymous editorial and frankly The New York Times should be ashamed,"" @VP Mike Pence told…",1.0,0.0,0.0,36,@CBSNews
236,-0.8555,Sat Sep 08 20:39:51 +0000 2018,Katyusha rockets fired at Basra airport in Iraq after violent night of protests https://t.co/4GERVspV37 https://t.co/ws8SdGfcGc,0.561,0.439,0.0,37,@CBSNews
237,0.0,Sat Sep 08 20:19:31 +0000 2018,"The U.S. government said an alleged Russian agent offered sex for political access. Now it says that claim was ""mis… https://t.co/X3U2HgWDSt",1.0,0.0,0.0,38,@CBSNews
238,-0.4939,Sat Sep 08 20:00:01 +0000 2018,A New York City subway station destroyed on 9/11 has reopened nearly 17 years after the attacks… https://t.co/5LxiEt0RVe,0.833,0.167,0.0,39,@CBSNews
239,-0.7612,Sat Sep 08 19:37:51 +0000 2018,"Obama: ""The biggest threat to our democracy...it's not one individual. It's not one big Super PAC, billionaires. It… https://t.co/3bXAcgFGSF",0.722,0.278,0.0,40,@CBSNews
240,0.7269,Sat Sep 08 19:31:01 +0000 2018,"""The good news is, in two months, we have a chance to restore some sanity in our politics...You can feel people say… https://t.co/LoZgj3zWSb",0.728,0.0,0.272,41,@CBSNews
241,0.0,Sat Sep 08 19:24:50 +0000 2018,"Obama: ""This is a government for everybody. It's not an office for sale. This is what we believe in""… https://t.co/Kyo1tWQA3F",1.0,0.0,0.0,42,@CBSNews
242,0.5267,Sat Sep 08 19:19:55 +0000 2018,"Obama: ""It's always tempting for politicians, for their own gain, and for people in power, to try to see if they ca… https://t.co/OoffjMVpsh",0.866,0.0,0.134,43,@CBSNews
243,-0.296,Sat Sep 08 19:15:29 +0000 2018,"""I was booted from the Magic Kingdom."" Obama tells California crowd about his rebellious college visit to Disneylan… https://t.co/UevykhbRPC",0.891,0.109,0.0,44,@CBSNews
244,0.0,Sat Sep 08 19:13:40 +0000 2018,"Speaking in Anaheim, California, Obama begins by recalling a childhood trip to Disneyland: ""It was the bomb""… https://t.co/QTtFokqQDf",1.0,0.0,0.0,45,@CBSNews
245,0.0,Sat Sep 08 19:08:07 +0000 2018,"WATCH LIVE: Former President Barack Obama speaks at California rally for Democratic congressional candidates, one d… https://t.co/lPrPjs6rgG",1.0,0.0,0.0,46,@CBSNews
246,0.0,Sat Sep 08 18:39:30 +0000 2018,"""We all speak the same when it comes down to cooking."" Houston chef discusses how his family history and European t… https://t.co/ucfpE2OGv0",1.0,0.0,0.0,47,@CBSNews
247,0.0,Sat Sep 08 18:19:34 +0000 2018,"""Let's get back to what we do"": Sports stars reflect on how games helped the nation heal after 9/11… https://t.co/f65z3acAQj",1.0,0.0,0.0,48,@CBSNews
248,-0.7783,Sat Sep 08 18:00:01 +0000 2018,Serial dine-and-dash suspect faces felony charges for allegedly ditching women when the check came… https://t.co/F9WEaPzReI,0.606,0.394,0.0,49,@CBSNews
249,0.0,Sat Sep 08 17:39:47 +0000 2018,"Italians react to the country's first Starbucks: ""This is for tourists. Come on"" https://t.co/1IEl3nUKLt https://t.co/xTIfDYPIWr",1.0,0.0,0.0,50,@CBSNews
250,0.6705,Sat Sep 08 17:19:47 +0000 2018,"TICKET TO RIDE: Paul McCartney plays an exclusive, hour-long set at New York's Grand Central Terminal https://t.co/PD6UH57UQl",0.683,0.0,0.317,51,@CBSNews
251,0.0,Sat Sep 08 17:00:00 +0000 2018,"Apple App Store removes Alex Jones' Infowars app, one day after Twitter permanently bans him https://t.co/Eon0ZCqe8Y https://t.co/xl7sVZ9BBe",1.0,0.0,0.0,52,@CBSNews
252,0.2103,Sat Sep 08 16:39:31 +0000 2018,ALL ABOARD: How the Thomas the Tank Engine show is including female characters and themes of gender equality… https://t.co/ByZNOwkUCt,0.908,0.0,0.092,53,@CBSNews
253,0.3254,Sat Sep 08 16:20:05 +0000 2018,BE CAREFUL: Cardi B and Nicki Minaj get into physical altercation at New York Fashion Week https://t.co/7W5jD9KeOi https://t.co/eqAycDHhJg,0.873,0.0,0.127,54,@CBSNews
254,0.4939,Sat Sep 08 16:00:06 +0000 2018,"Blue macaw parrot that inspired ""Rio"" is now officially extinct in the wild https://t.co/Us88Kwy63R https://t.co/RCOn41qbb0",0.814,0.0,0.186,55,@CBSNews
255,0.4019,Sat Sep 08 15:39:39 +0000 2018,"GOP Sen. Ben Sasse says he ""regularly"" considers leaving the Republican Party https://t.co/I3lSmaFxun https://t.co/3BDlL8b5FH",0.828,0.0,0.172,56,@CBSNews
256,-0.1531,Sat Sep 08 15:19:41 +0000 2018,"Miss America contestant says President Trump has ""caused a lot of division"" https://t.co/RvxxAXC1aS https://t.co/X55QcGVezF",0.882,0.118,0.0,57,@CBSNews
257,0.0,Sat Sep 08 15:00:01 +0000 2018,"What we've learned about Brett Kavanaugh from his confirmation hearings:
https://t.co/cABwtiSnIu https://t.co/sp1PpgoeQu",1.0,0.0,0.0,58,@CBSNews
258,-0.4019,Sat Sep 08 14:39:47 +0000 2018,Nearly every element in President Trump's trouble has a Watergate parallel https://t.co/tcOAjC2NOo https://t.co/FOnznHmpmR,0.803,0.197,0.0,59,@CBSNews
259,0.0,Sat Sep 08 14:20:06 +0000 2018,Montana teen removed from President Trump's Montana rally goes viral as #PlaidShirtGuy https://t.co/LDNQWVt7nu https://t.co/WWtfLz0XcS,1.0,0.0,0.0,60,@CBSNews
260,0.2732,Sat Sep 08 14:00:45 +0000 2018,Company set up by Michael Cohen offers to drop Stormy Daniels' hush-money agreement https://t.co/zplrPCFxYL https://t.co/IjxpSpW0j1,0.71,0.115,0.175,61,@CBSNews
261,0.0,Sat Sep 08 13:39:48 +0000 2018,Nicki Minaj and Cardi B were involved in an altercation Friday night that got physical at a New York Fashion Week p… https://t.co/xA5t5tUUj8,1.0,0.0,0.0,62,@CBSNews
262,-0.4404,Sat Sep 08 13:19:55 +0000 2018,"Egypt court sentences 75 people to death, including top leaders of outlawed Muslim Brotherhood, for their involveme… https://t.co/hiu1OZu5b9",0.685,0.178,0.137,63,@CBSNews
263,0.4019,Sat Sep 08 13:03:06 +0000 2018,OxyContin maker gets patent for drug to treat opioid addiction https://t.co/MWkudBM4XE https://t.co/m2MKT8GkZ2,0.803,0.0,0.197,64,@CBSNews
264,0.4939,Sat Sep 08 12:48:06 +0000 2018,"Blue macaw parrot that inspired ""Rio"" is now officially extinct in the wild https://t.co/1SRlDuU6vy https://t.co/tK82jGDHCJ",0.814,0.0,0.186,65,@CBSNews
265,0.4588,Sat Sep 08 12:33:05 +0000 2018,"Paul McCartney gives ""secret concert"" at NYC's Grand Central https://t.co/7DqcGr740j https://t.co/BHtFafP8FJ",0.769,0.0,0.231,66,@CBSNews
266,0.4019,Sat Sep 08 12:30:18 +0000 2018,Cardi B and Nicki Minaj involved in altercation at New York Fashion Week party https://t.co/8PY8UlQ8LV https://t.co/Qj83OiunIh,0.838,0.0,0.162,67,@CBSNews
267,0.0,Sat Sep 08 12:18:07 +0000 2018,"Nike sales surge despite storm over Colin Kaepernick's ""Just Do It"" ad https://t.co/2cO2466vNC https://t.co/ECmtoDul5r",1.0,0.0,0.0,68,@CBSNews
268,-0.296,Sat Sep 08 12:03:06 +0000 2018,2006 letter confirms Vatican received complaint about ex-cardinal https://t.co/9sBGqTYdno https://t.co/4bWmugeaha,0.804,0.196,0.0,69,@CBSNews
269,0.0,Sat Sep 08 11:48:09 +0000 2018,Hurricane Olivia: Another storm heads toward Hawaii https://t.co/NW5YZ43I2j https://t.co/UxHuUtV91p,1.0,0.0,0.0,70,@CBSNews
